Bytes_Transferred,Country,IP,Sport,Status_Code,Time_Elapsed,Timestamp,User_Agent
5164,Portugal,109.89.170.231,Surfing,404,219,29/07/2023:23:00:58,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
9609,Slovakia,250.87.252.7,Golf,200,158,27/01/2023:22:28:17,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
4698,Guinea,239.170.173.96,Rowing,404,53,01/02/2023:08:03:31,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
1121,Tanzania,242.122.9.49,Rowing,404,951,28/12/2023:00:59:45,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
7691,Iran,150.131.177.61,Volleyball,200,187,15/08/2023:12:45:04,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
5626,Ivory Coast,30.58.114.23,Hockey,500,3,05/05/2023:02:36:27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3812.123"
8439,Sweden,8.146.236.62,Volleyball,200,458,02/01/2023:20:00:44,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Safari/537.36 Edg/87.0.664.75"
7834,Uganda,100.221.124.23,Handball,500,827,31/01/2023:19:23:42,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15"
7963,Uruguay,248.108.179.141,Cycling,200,798,05/07/2023:22:57:26,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
9584,Japan,151.0.34.27,Taekwondo,200,869,01/07/2023:01:31:21,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3812.123"
8642,Slovenia,70.169.31.81,Badminton,404,383,26/08/2023:19:08:08,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
5669,Thailand,60.64.195.245,Volleyball,500,234,10/10/2023:18:44:03,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
4867,Finland,33.255.136.148,Canoeing,200,612,17/01/2023:11:51:39,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Safari/537.36 Edg/87.0.664.75"
1941,Palestine,222.158.81.16,Volleyball,200,943,03/07/2023:18:40:38,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
2975,Barbados,83.235.95.166,Volleyball,200,492,05/02/2023:01:23:00,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
6109,Serbia,41.40.231.249,Golf,200,2,23/10/2023:20:39:15,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
7023,Algeria,74.1.30.217,Badminton,404,902,30/06/2023:06:11:25,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
7107,Bahrain,217.137.184.243,Hockey,500,389,03/05/2023:21:16:54,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3812.123"
7272,Norway,137.231.31.2,Badminton,200,451,02/12/2023:12:08:45,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15"
9343,Morocco,25.182.241.239,Sport Climbing,200,989,12/08/2023:05:55:09,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
7290,Spain,13.188.121.186,Rowing,200,248,07/03/2023:15:39:20,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
1301,Tanzania,142.156.137.20,Golf,200,513,27/06/2023:07:07:57,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15"
3068,Palestine,215.190.255.151,Rowing,200,151,29/01/2023:03:54:24,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
1877,Japan,0.191.168.194,Rugby,200,106,18/03/2023:07:59:59,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
3532,Japan,74.199.229.193,Boxing,200,160,17/05/2023:17:55:50,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
8535,Zambia,206.63.183.83,Surfing,404,796,12/07/2023:15:42:45,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Safari/537.36 Edg/87.0.664.75"
5067,Sweden,252.116.74.67,Sport Climbing,404,875,16/08/2023:11:03:46,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
3623,Mali,109.253.209.136,Boxing,404,288,16/12/2023:23:45:28,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
9471,Slovenia,145.223.216.113,Triathlon,200,575,04/02/2023:09:44:07,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3812.123"
1839,Benin,237.81.86.42,Sport Climbing,404,88,05/07/2023:21:54:19,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15"
9352,Algeria,151.225.152.219,Rowing,404,601,04/03/2023:10:28:59,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3812.123"
5667,Palestine,2.249.237.225,Wrestling,200,862,10/03/2023:11:13:18,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
572,Mauritius,29.226.76.31,Weightlifting,404,812,09/10/2023:01:28:56,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
3957,Namibia,175.6.183.68,Boxing,200,980,13/07/2023:22:04:40,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
9197,South Sudan,217.54.199.209,Rugby,200,833,10/03/2023:08:16:56,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
3207,Denmark,40.146.47.40,Basketball,200,433,09/11/2023:14:28:21,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3812.123"
6644,South Africa,80.241.204.151,Badminton,200,603,28/12/2023:20:16:55,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Safari/537.36 Edg/87.0.664.75"
8775,Malawi,159.92.72.113,Football,200,224,18/03/2023:23:44:16,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
2891,Bahrain,72.137.145.182,Canoeing,200,969,08/01/2023:13:48:41,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
8879,Greece,52.190.41.43,Athletics (Track and Field),200,261,09/07/2023:22:51:40,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
2847,Morocco,168.252.202.250,Rugby,404,273,05/01/2023:12:39:47,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
5739,United Kingdom,47.91.21.198,Wrestling,404,522,19/10/2023:01:38:54,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
8768,Poland,125.56.248.100,Boxing,200,433,01/12/2023:13:57:33,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
3423,Ukraine,224.81.247.193,Rowing,200,984,28/09/2023:22:52:41,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15"
1473,Honduras,69.228.62.91,Hockey,200,601,23/11/2023:23:19:41,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15"
1489,Benin,77.9.89.108,Badminton,200,683,14/05/2023:01:04:34,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
6477,Tunisia,76.206.89.66,Rugby,200,807,15/03/2023:19:02:43,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
7346,North Korea,76.210.186.156,Wrestling,200,660,12/06/2023:18:51:11,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
4671,Australia,3.159.117.118,Sport Climbing,404,968,17/10/2023:00:08:19,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
1759,Italy,147.139.8.240,Taekwondo,200,973,27/02/2023:15:00:48,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
8902,Egypt,228.144.202.246,Athletics (Track and Field),200,505,19/08/2023:06:37:27,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
9345,Senegal,157.126.87.154,Volleyball,200,530,09/05/2023:11:36:36,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
204,Benin,182.119.20.237,Volleyball,200,275,19/05/2023:20:24:03,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
2948,Ivory Coast,41.95.169.91,Basketball,200,243,14/09/2023:18:50:40,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
4454,Netherlands,172.175.79.38,Wrestling,200,985,04/03/2023:22:49:34,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
4584,Palestine,4.148.138.66,Athletics (Track and Field),200,710,10/10/2023:16:41:39,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
1876,Serbia,164.128.101.14,Sailing,200,987,20/09/2023:13:14:29,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
1936,Egypt,11.82.200.122,Triathlon,200,566,21/01/2023:06:44:35,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
3175,United Kingdom,138.27.236.108,Surfing,200,415,28/01/2023:12:08:38,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
5654,Botswana,54.224.216.85,Boxing,200,752,28/07/2023:17:24:13,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
7054,Malawi,125.217.213.105,Gymnastics,200,108,28/09/2023:22:26:32,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
4603,Poland,219.207.220.111,Hockey,200,625,26/04/2023:23:13:16,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
9067,Egypt,132.51.55.234,Wrestling,200,510,30/11/2023:06:53:19,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
9871,Paraguay,23.150.65.87,Wrestling,200,814,27/01/2023:14:58:25,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
8428,Seychelles,187.146.7.40,Archery,200,301,27/02/2023:15:04:04,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
4776,China,38.20.213.68,Hockey,200,97,21/07/2023:15:45:11,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
9569,Argentina,66.203.133.87,Cycling,200,165,22/07/2023:19:27:46,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Safari/537.36 Edg/87.0.664.75"
4026,Argentina,72.44.80.157,Athletics (Track and Field),404,509,01/07/2023:01:52:18,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
9065,France,159.179.157.129,Volleyball,404,213,05/12/2023:20:01:12,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
5265,South Sudan,188.249.77.86,Cycling,200,258,24/06/2023:10:48:13,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Safari/537.36 Edg/87.0.664.75"
3138,Venezuela,83.55.110.98,Hockey,200,709,10/11/2023:09:02:53,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
4607,Belgium,228.172.156.159,Fencing,200,736,03/12/2023:22:18:47,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
6612,Argentina,91.173.73.21,Badminton,404,652,30/09/2023:01:15:42,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
971,Finland,196.155.54.100,Rugby,200,565,11/01/2023:12:03:16,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
8856,Syria,185.136.172.146,Canoeing,200,650,13/06/2023:20:02:53,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Safari/537.36 Edg/87.0.664.75"
9822,Comoros,30.81.35.198,Wrestling,200,666,30/11/2023:09:32:27,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15"
5976,Zambia,194.249.211.53,Weightlifting,200,851,23/06/2023:18:00:28,"Mozilla/5.0 (Linux; Android 10; HD1913) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
8790,Bulgaria,170.141.219.132,Football,200,157,26/10/2023:21:44:53,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
7825,Nigeria,133.40.185.71,Tennis,200,130,18/08/2023:02:56:42,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3812.123"
7199,Nigeria,59.207.54.42,Handball,200,481,26/04/2023:19:10:34,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
9627,Mali,12.243.156.14,Surfing,200,301,15/08/2023:00:37:43,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
3549,Bulgaria,88.182.201.70,Shooting,200,38,15/06/2023:16:34:27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3812.123"
8677,Mali,148.170.15.157,Rugby,200,708,23/12/2023:17:25:09,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
5242,Kenya,192.46.54.222,Fencing,200,185,03/02/2023:07:51:14,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
7101,Sweden,229.244.252.231,Rugby,200,156,01/12/2023:03:40:13,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15"
2103,Bahrain,218.171.36.1,Badminton,200,90,25/10/2023:17:05:58,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
6370,Syria,186.250.29.166,Cycling,200,400,20/06/2023:21:02:00,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
1188,Honduras,224.196.95.193,Rugby,500,765,12/02/2023:01:48:14,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
3115,Russia,185.149.96.175,Surfing,200,381,02/01/2023:03:56:29,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
6325,Iran,54.122.226.18,Fencing,200,349,14/07/2023:16:38:40,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
2984,Australia,140.55.143.103,Shooting,200,921,12/08/2023:15:16:07,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
6843,Burundi,33.147.237.209,Canoeing,200,382,28/06/2023:18:49:49,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Safari/537.36 Edg/87.0.664.75"
5488,New Zealand,82.179.230.197,Table Tennis,200,114,12/01/2023:17:41:53,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
8973,Colombia,252.174.162.83,Hockey,404,63,27/10/2023:12:58:05,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15"
8049,Barbados,218.102.210.237,Hockey,404,502,01/04/2023:13:06:15,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
2734,Sierra Leone,84.55.150.252,Rowing,200,747,21/01/2023:01:24:41,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
5801,Democratic Republic of the Congo,75.187.221.71,Golf,200,356,21/02/2023:02:24:24,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
3842,South Sudan,177.109.231.92,Archery,200,995,27/05/2023:15:47:14,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
7452,Ivory Coast,160.70.6.28,Archery,200,617,06/12/2023:07:56:31,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
4122,Zambia,213.242.227.41,Basketball,404,817,31/12/2023:02:55:20,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Safari/537.36 Edg/87.0.664.75"
9316,United Kingdom,128.119.109.216,Football,200,385,04/07/2023:17:06:36,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
6139,Burkina Faso,232.239.100.111,Weightlifting,200,359,15/02/2023:13:13:51,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
6319,Mozambique,130.129.190.149,Skateboarding,200,189,05/12/2023:02:29:23,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
3623,Mozambique,245.131.12.23,Sailing,200,122,18/10/2023:17:43:25,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
2079,Israel,226.106.130.22,Hockey,200,85,06/05/2023:11:52:09,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
1710,Ukraine,72.102.153.130,Handball,200,39,04/01/2023:02:52:19,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
1888,Paraguay,143.92.106.187,Athletics (Track and Field),200,830,12/08/2023:06:39:08,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
4645,Algeria,93.192.114.97,Rugby,404,999,10/08/2023:12:01:02,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
8538,Switzerland,29.12.133.57,Judo,200,713,15/08/2023:20:11:53,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Safari/537.36 Edg/87.0.664.75"
3330,Mozambique,248.102.226.139,Taekwondo,200,202,05/03/2023:09:50:49,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
994,Greece,218.222.180.135,Skateboarding,200,462,20/02/2023:08:32:11,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
1626,Botswana,92.41.127.253,Taekwondo,404,447,07/03/2023:12:33:42,"Mozilla/5.0 (Linux; Android 10; HD1913) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
2810,Burundi,8.6.155.114,Rowing,200,632,05/02/2023:06:10:37,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
1061,Senegal,100.245.75.63,Rowing,404,165,14/05/2023:06:39:11,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
